raw_text,title,denomination,category,date_of_issue,Image
"19th June 2003:  

 'Government Museum, Chennai' 

Denomination	INR 15.00","'Government Museum, Chennai'",INR 15.00,,19 Jun 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel100.gif
"30th May 2003:  

 'Muktabai' 

Denomination	INR 05.00",'Muktabai',INR 05.00,,30 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel99.gif
"29th May 2003:    

  'Ascent of Mount Everest'  

Denomination        INR 15.00 
",'Ascent of Mount Everest',INR 15.00,,29 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel98.gif
"15th May 2003:     

 'Kishore Kumar'  

Denomination        INR 05.00",'Kishore Kumar',INR 05.00,,15 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel96.gif
"15th May 2003:    

  'Hemant Kumar'  

Denomination	INR 05.00",'Hemant Kumar',INR 05.00,,15 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel97.gif
"15th May 2003:    

 'Mohammed Rafi'  

Denomination	INR 05.00",'Mohammed Rafi',INR 05.00,,15 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel95.gif
"15th May 2003:    

  'Mukesh'  

Denomination	INR 05.00",'Mukesh',INR 05.00,,15 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel94.gif
"2nd May 2003:    

  'Durga Das'  

Denomination	INR 05.00",'Durga Das',INR 05.00,,2 May 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel93.gif
"7th April 2003:    

  'Guggulu'  

Denomination	INR 05.00",'Guggulu',INR 05.00,,7 Apr 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel89.gif
"7th April 2003:    

  'Brahmi'  

Denomination	INR 05.00",'Brahmi',INR 05.00,,7 Apr 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel90.gif
"7th April 2003:     

 'Ashwagandha'  

Denomination	INR 05.00",'Ashwagandha',INR 05.00,,7 Apr 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel91.gif
"7th April 2003:    

  'Amla'  

Denomination	INR 05.00",'Amla',INR 05.00,,7 Apr 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel92.gif
"30th Mar 2003:     

 'Kakaji Maharaj'  

Denomination	INR 05.00",'Kakaji Maharaj',INR 05.00,,30 Mar 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel88.gif
"28th Mar 2003:    

  'Frank Anthony'  

Denomination	INR 05.00",'Frank Anthony',INR 05.00,,28 Mar 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel87.gif
"23rd Mar 2003:   

   Sant Eknath

Denomination	INR 05.00",Sant Eknath,INR 05.00,,23 Mar 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel86.gif
"14th Mar 2003:    

 Kusumagraj

Denomination	INR 05.00",Kusumagraj,INR 05.00,,14 Mar 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel85.gif
"26th Feb 2003:    

  S.L. Kirloskar

Denomination	INR 05.00",S.L. Kirloskar,INR 05.00,,26 Feb 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel84.gif
"11th Feb 2003:    

  Ghantasala

Denomination	INR 05.00",Ghantasala,INR 05.00,,11 Feb 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel83.gif
"5th Feb 2003:     

   Centenary of Man's First Flight

Denomination	INR 05.00",Centenary of Man's First Flight,INR 05.00,,5 Feb 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel82.gif
"5th Feb 2003:     

   Centenary of Man's First Flight

Denomination	INR 15.00",Centenary of Man's First Flight,INR 15.00,,5 Feb 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel81.gif
"5th Feb 2003:      

  Centenary of Man's First Flight

Denomination	INR 05.00",Centenary of Man's First Flight,INR 05.00,,5 Feb 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel80.gif
"5th Feb 2003:     

   Centenary of Man's First Flight

Denomination	INR 05.00",Centenary of Man's First Flight,INR 05.00,,5 Feb 2003,https://postagestamps.gov.in/images/Stamps2003/Stamp-Rel79.gif
"27th Dec 2004:  Bhaskara Sethupathy  
 
 Denomination INR 05.00",Bhaskara Sethupathy,INR 05.00,,27 Dec 2004,https://postagestamps.gov.in/images/Stamps2004/Bhaskara%20Sethupathy_11.jpg
"21st Dec 2004:  Sahitya Akademi  
 
 Denomination INR 05.00",Sahitya Akademi,INR 05.00,,21 Dec 2004,https://postagestamps.gov.in/images/Stamps2004/Sahitya%20Akademi_10.jpg
"16th Dec 2004:  Taj Mahal  
 
 Denomination INR 15.00",Taj Mahal,INR 15.00,,16 Dec 2004,https://postagestamps.gov.in/images/Stamps2004/Taj%20Mahal_9.jpg
"14th Dec 2004:  Energy Conservation  
 
 Denomination INR 05.00",Energy Conservation,INR 05.00,,14 Dec 2004,https://postagestamps.gov.in/images/Stamps2004/Energy%20Conservation_8.jpg
"12th Dec 2004:  Nupee Lal  
 
 Denomination INR 05.00",Nupee Lal,INR 05.00,,12 Dec 2004,https://postagestamps.gov.in/images/Stamps2004/Nupee%20Lal_7.jpg
"10th Dec 2004:  Bhagat Puran Singh  
 
 Denomination INR 05.00",Bhagat Puran Singh,INR 05.00,,10 Dec 2004,https://postagestamps.gov.in/images/Stamps2004/Bhagat%20Puran%20Singh_6.jpg
"28th Nov 2004:  Aga Khan Award for Architecture Agra Fort (Setenant) with Min St.  
 
 Denomination INR 15.00,INR 15.00",Aga Khan Award for Architecture Agra Fort (Setenant) with Min St.,INR 15.00,,28 Nov 2004,https://postagestamps.gov.in/images/Stamps2004/Aga%20Khan%20Award%20Agra%20Fort_%205.jpg
"25th Nov 2004:  Dula Bhaya Kag  
 
 Denomination INR 05.00",Dula Bhaya Kag,INR 05.00,,25 Nov 2004,https://postagestamps.gov.in/images/Stamps2004/Dula%20Bhaya%20Kag_4.jpg
"23rd Nov 2004:  Walchnad Hirachand  
 
 Denomination INR 05.00",Walchnad Hirachand,INR 05.00,,23 Nov 2004,https://postagestamps.gov.in/images/Stamps2004/Walchand%20Hirachand_3.jpg
"14th Nov 2004:  Children s Day  
 
 Denomination INR 05.00",Children s Day,INR 05.00,,14 Nov 2004,https://postagestamps.gov.in/images/Stamps2004/Childrens%20Day_2.jpg
"10th Nov 2004:  Dr.Tenneti Vishwanathan  
 
 Denomination INR 05.00",Dr.Tenneti Vishwanathan,INR 05.00,,10 Nov 2004,https://postagestamps.gov.in/images/Stamps2004/Dr[1].%20Tenneti%20Vishwanathan_1.jpg
"1st Oct 2004:  M.C.Chhagla  
 
 Denomination INR 05.00 ,INR 05.00,INR 05.00,INR 05.00",M.C.Chhagla,INR 05.00,,1 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/M%20C%20Chagla.jpg
"4th Oct 2004: 150 Years of Postage Stamps (set of 4 stamps) 
 
 Denomination INR 05.00 ,INR 05.00,INR 05.00,INR 05.00",150 Years of Postage Stamps (set of 4 stamps),INR 05.00,,4 Oct 2004,https://postagestamps.gov.in/Images/Stamps2004/stamps041004.jpg
"4th Oct 2004:  Tirupur Kumaran  
 
 Denomination INR 05.00",Tirupur Kumaran,INR 05.00,,4 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/Tirupur%20Kumaran.jpg
"8th Oct 2004:  Ashok Chakra Winners (2 Stamps)  
 
 Denomination INR 05.00,INR 05.00",Ashok Chakra Winners (2 Stamps),INR 05.00,,8 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/Ashoka%20Chakra%20Winners.jpg
"10th Oct 2004:  Guru Dutt  
 
 Denomination INR 05.00",Guru Dutt,INR 05.00,,10 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/Guru%20Dutt.jpg
"24th Oct 2004:  Role Of Indian Army in Peace Keeping Operations  
 
 Denomination INR 05.00",Role Of Indian Army in Peace Keeping Operations,INR 05.00,,24 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/indian%20solders%20of%20peace.jpg
"24th Oct 2004:  Maruthu Pandiar Brothers  
 
 Denomination INR 05.00",Maruthu Pandiar Brothers,INR 05.00,,24 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/Maruthu%20Pandiar%20Brother.jpg
"25th Oct 2004:  Greetings (set of 2 stamps)  
 
 Denomination 400P",Greetings (set of 2 stamps),400 P,,25 Oct 2004,https://postagestamps.gov.in/images/Stamps2004/greetings.jpg
"10th Sept 2004:  K.Subrahmanyam  
 
 Denomination INR 05.00",K.Subrahmanyam,INR 05.00,,10 Sept 2004,https://postagestamps.gov.in/images/Stamps2004/ksubra.gif
"13th Aug 2004: 28th Olympics (set of four stamps) 
 
 Denomination INR 05.00, 05.00, 15.00, 05.00",28th Olympics (set of four stamps),INR 05.00,,13 Aug 2004,https://postagestamps.gov.in/images/Stamps2004/28th%20Olyampic.jpg
"16th Aug 2004: Indo-Iran:Joint Issue (Kabir & Hafiz) 
 
 Denomination INR 15.00, 05.00",Indo-Iran:Joint Issue (Kabir & Hafiz),INR 15.00,,16 Aug 2004,https://postagestamps.gov.in/images/Stamps2004/Kabir_Hafiz.jpg
"17th Aug 2004:   Murasoli Maran  
 
 Denomination INR 05.00",Murasoli Maran,INR 05.00,,17 Aug 2004,https://postagestamps.gov.in/images/Stamps2004/Murasoli%20Maran.jpg
"20th Aug 2004:   Rajiv Gandhi Renewable Energy Day  
 
 Denomination INR 05.00",Rajiv Gandhi Renewable Energy Day,INR 05.00,,20 Aug 2004,https://postagestamps.gov.in/images/Stamps2004/Rajiv%20gandhi%20renewable%20energy%20day.jpg
"26th Aug 2004:   S.S.Vasan  
 
 Denomination INR 05.00",S.S.Vasan,INR 05.00,,26 Aug 2004,https://postagestamps.gov.in/images/Stamps2004/S%20S%20Vasan.jpg
"30th Aug 2004:   Panini  
 
 Denomination INR 05.00",Panini,INR 05.00,,30 Aug 2004,https://postagestamps.gov.in/images/Stamps2004/Panini.jpg
"19th June 2004:   'P.N. Panicker' 

Denomination	INR 05.00",'P.N. Panicker',INR 05.00,,19 Jun 2004,https://postagestamps.gov.in/images/Stamp-Rel158.gif
"17th june 2004:   'Jyothiprasad Agarwalla' 

Denomination	INR 05.00",'Jyothiprasad Agarwalla',INR 05.00,,17 june 2004,https://postagestamps.gov.in/images/Stamp-Rel157.gif
"2nd June 2004:   'Woodstock School' 

Denomination	INR 05.00",'Woodstock School',INR 05.00,,2 Jun 2004,https://postagestamps.gov.in/images/Stamp-Rel156.gif
"27th May 2004:   'Indra Chandra Shastri' 

Denomination	INR 05.00",'Indra Chandra Shastri',INR 05.00,,27 May 2004,https://postagestamps.gov.in/images/Stamp-Rel155.gif
"14th April 2004:   'Siddhar Swamigal' 

Denomination	INR 05.00",'Siddhar Swamigal',INR 05.00,,14 Apr 2004,https://postagestamps.gov.in/images/Stamp-Rel154.gif
"28th April 2004:   'Baji Rao Peshwa' 

Denomination	INR 05.00",'Baji Rao Peshwa',INR 05.00,,28 Apr 2004,https://postagestamps.gov.in/images/Stamp-Rel153.gif
"25th April 2004:   'Indian Institute of Social Welfare and Business Management(IISWBM)', Kolkata 

Denomination	INR 05.00","'Indian Institute of Social Welfare and Business Management(IISWBM)', Kolkata",INR 05.00,,25 Apr 2004,https://postagestamps.gov.in/images/Stamp-Rel152.gif
"25th April 2004:   'INS Tarangini' 

Denomination	INR 05.00",'INS Tarangini',INR 05.00,,25 Apr 2004,https://postagestamps.gov.in/images/Stamp-Rel152a.gif
"14th April 2004:   'V. Lakshminarayana' 

Denomination	INR 05.00",'V. Lakshminarayana',INR 05.00,,14 Apr 2004,https://postagestamps.gov.in/images/Stamp-Rel151.gif
"1st April 2004:   '9  Madras (Travancore)' 

Denomination	INR 05.00",'9 Madras (Travancore)',INR 05.00,,1 Apr 2004,https://postagestamps.gov.in/images/Stamp-Rel150.gif
"18th March 2004:   'Annamacharya' 

Denomination	INR 05.00",'Annamacharya',INR 05.00,,18 Mar 2004,https://postagestamps.gov.in/images/Stamps2004/Stamp-Rel149.gif
"6th February 2004:   'Dr. B.D. Garware' 

Denomination	INR 05.00",'Dr. B.D. Garware',INR 05.00,,6 Feb 2004,https://postagestamps.gov.in/images/Stamps2004/Stamp-Rel148.gif
"16th January 2004:   'Nani A. Palhivala' 

Denomination	INR 05.00",'Nani A. Palhivala',INR 05.00,,16 Jan 2004,https://postagestamps.gov.in/images/Stamps2004/Stamp-Rel147.gif
"14th January 2004:   'C.D. Deshmukh' 

Denomination	INR 05.00",'C.D. Deshmukh',INR 05.00,,14 Jan 2004,https://postagestamps.gov.in/images/Stamps2004/Stamp-Rel146.gif
"30th December 2005:        

     'De-facto transfer of Pondicherry' 

Denomination	INR 05.00",'De-facto transfer of Pondicherry',INR 05.00,,30 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp183b.jpg
"27th December 2005:        

     '16 Squadron Air Force' 

Denomination	INR 05.00",'16 Squadron Air Force',INR 05.00,,27 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp183a.jpg
"21st December 2005:       

      'Jadavpur University' 

Denomination	INR 05.00",'Jadavpur University',INR 05.00,,21 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp183.jpg
"19th December 2005:          

  'Integral Coach Fatory' 

Denomination	INR 05.00",'Integral Coach Fatory',INR 05.00,,19 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp182.jpg
"18th December 2005:        

     'M.S. Subbulakshmi' 

Denomination	INR 05.00",'M.S. Subbulakshmi',INR 05.00,,18 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp181.jpg
"4th December 2005:          

   'Builder's Navy' 

Denomination	INR 05.00",'Builder's Navy',INR 05.00,,4 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp180.jpg
"02nd December 2005:          

   'Jawaharlal Darda' 

Denomination	INR 05.00",'Jawaharlal Darda',INR 05.00,,02 Dec 2005,https://postagestamps.gov.in/images/Stamps2005/stamp179.jpg
"24th November 2005:           

  'New Born Health in India' 

Denomination	INR 05.00",'New Born Health in India',INR 05.00,,24 Nov 2005,https://postagestamps.gov.in/images/Stamps2005/stamp178.jpg
"19th November 2005:           

  'Kolkata Police Commissionerate' 

Denomination	INR 05.00",'Kolkata Police Commissionerate',INR 05.00,,19 Nov 2005,https://postagestamps.gov.in/images/Stamps2005/stamp177.jpg
"17th November 2005:            

 'World Summit on the Information Society' 

Denomination	INR 05.00",'World Summit on the Information Society',INR 05.00,,17 Nov 2005,https://postagestamps.gov.in/images/Stamps2005/stamp176.jpg
"16th November 2005:           

  'PHD Chamber of Commerce and Industry' 

Denomination	INR 05.00",'PHD Chamber of Commerce and Industry',INR 05.00,,16 Nov 2005,https://postagestamps.gov.in/images/Stamps2005/stamp175.jpg
"14th November 2005:          

  'Children's Film Society' 

Denomination	INR 05.00",'Children's Film Society',INR 05.00,,14 Nov 2005,https://postagestamps.gov.in/images/Stamps2005/stamp174.jpg
"14th November 2005:          

   'Children's Day' 

Denomination	INR 05.00",'Children's Day',INR 05.00,,14 Nov 2005,https://postagestamps.gov.in/images/Stamps2005/stamp173.jpg
"24th October 2005:            

 'Prabodh Chandra' 

Denomination	INR 05.00",'Prabodh Chandra',INR 05.00,,24 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp172.jpg
"21st October 2005:          

   'Vi. Kalyanasunaranar' 

Denomination	INR 05.00",'Vi. Kalyanasunaranar',INR 05.00,,21 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp169.jpg
"21st October 2005:           

  'Ayothidhasa Pandithar' 

Denomination	INR 05.00",'Ayothidhasa Pandithar',INR 05.00,,21 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp170.jpg
"21st October 2005:          

   'Kavimani S. Desigavinayagam Pillai' 

Denomination	INR 05.00",'Kavimani S. Desigavinayagam Pillai',INR 05.00,,21 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp171.jpg
"18th October 2005:          

   'Letter Box' 

Denomination	INR 05.00",'Letter Box',INR 05.00,,18 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp168.jpg
"18th October 2005:           

  'Letter Box' 

Denomination	INR 05.00",'Letter Box',INR 05.00,,18 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp167.jpg
"18th October 2005:          

   'Letter Box' 

Denomination	INR 05.00",'Letter Box',INR 05.00,,18 Oct 2005,https://postagestamps.gov.in/images/Stamps2005/stamp166.jpg
